CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Cluster,Cluster_Name,PC1,PC2,DBSCAN_Label,Ward_Label,IQR_flag,ZScore_flag,IF_flag,MAHA_flag,LOF_flag,DBSCAN_flag,UNI_flag,MV_flag,Composite_Anomaly_Score,UniMV_Segment,Anomaly_Class,Max_Abs_Z,HighBal_Churn_flag,IF_score,MAHA_dist2,Age_Band,Balance_Band,Active_Status,Churn_Status
703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0,1,High-Balance Single-Product France-Skew Watchlist,-1.7444,-0.8795,0,0,1,1,0,0,0,0,1,0,2,Univariate only,B: Rare Valid — Statistically Unusual Pattern,3.2494787346370995,0,-0.5473,18.03,Elderly (60+),Above ceiling (>100K),Active,Retained
646,France,Male,30,7,0.0,2,1,0,153566.97,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5874,1.2505,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4448,3.664,Young adult (18-30),Zero balance,Inactive,Retained
650,France,Male,33,0,98064.97,1,1,0,52411.99,0,1,High-Balance Single-Product France-Skew Watchlist,-0.9164,-1.1093,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.489,4.971,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
664,France,Female,31,9,114519.57,2,0,1,79222.02,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.3227,0.9846,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.451,4.575,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1,1,High-Balance Single-Product France-Skew Watchlist,-0.7722,0.1081,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.173763635891988,0,-0.4484,3.721,Young adult (18-30),Above ceiling (>100K),Inactive,Churned
725,France,Female,44,10,0.0,1,0,1,93777.61,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.2672,0.6273,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7244635794717436,0,-0.5109,7.808,Middle-aged (31-45),Zero balance,Active,Retained
553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1,1,High-Balance Single-Product France-Skew Watchlist,-0.8496,-0.6248,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.009108618962263,0,-0.4652,3.16,Senior (46-60),Insured (0-100K),Inactive,Churned
576,France,Male,39,9,84719.98,1,0,0,191063.36,0,1,High-Balance Single-Product France-Skew Watchlist,-0.6491,1.7735,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5819316555775764,0,-0.4889,5.988,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
608,Spain,Female,56,5,0.0,2,0,1,153810.41,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.1975,-0.5175,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6284676927149706,0,-0.4801,7.69,Senior (46-60),Zero balance,Active,Retained
850,France,Female,39,0,104386.53,1,1,0,105886.77,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0256,-0.6597,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.063883767202561,0,-0.538,8.298,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
627,France,Male,31,8,128131.73,1,1,0,96131.47,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0521,1.091,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.03290776479748,0,-0.4352,3.074,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
667,France,Male,44,2,122806.95,1,0,0,15120.86,0,1,High-Balance Single-Product France-Skew Watchlist,-1.3004,-1.5953,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4775326119707006,0,-0.4775,4.641,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
548,Spain,Male,44,8,0.0,1,1,0,16989.77,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.1917,-0.6861,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4450341345461803,0,-0.5111,8.291,Middle-aged (31-45),Zero balance,Inactive,Retained
774,France,Male,76,4,112510.89,1,1,1,143133.18,0,1,High-Balance Single-Product France-Skew Watchlist,-1.513,-1.3887,0,0,1,1,1,0,0,0,1,1,3,Both families,B: Rare Valid — Statistically Unusual Pattern,3.5355395067410043,0,-0.5728,21.404,Elderly (60+),Above ceiling (>100K),Active,Retained
794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1,1,High-Balance Single-Product France-Skew Watchlist,-1.3448,-1.1068,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7238212834162725,0,-0.5121,8.091,Senior (46-60),Above ceiling (>100K),Inactive,Churned
497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0,1,High-Balance Single-Product France-Skew Watchlist,-1.4552,-1.3571,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5885280587778523,0,-0.5442,10.053,Senior (46-60),Above ceiling (>100K),Active,Retained
587,France,Female,36,1,70784.27,1,1,0,30579.82,0,1,High-Balance Single-Product France-Skew Watchlist,-0.6409,-1.3904,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4865,4.959,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
850,France,Female,29,10,0.0,2,1,1,199775.67,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.7039,2.5194,1,1,0,0,1,0,1,0,0,1,1,Multivariate only,B: Rare Valid — Statistically Unusual Pattern,2.063883767202561,0,-0.5858,12.661,Young adult (18-30),Zero balance,Active,Retained
722,France,Male,46,5,0.0,2,1,0,179908.71,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3538,0.4006,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.387963438165596,0,-0.4614,5.463,Senior (46-60),Zero balance,Inactive,Retained
555,Spain,Female,35,1,0.0,2,1,0,101667.0,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.372,-0.8266,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4697,4.842,Middle-aged (31-45),Zero balance,Inactive,Retained
609,Germany,Male,38,6,140752.06,2,0,1,171430.16,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.1222,1.013,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2405299257077111,0,-0.462,5.102,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.4208,0.4074,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.8636577847274112,0,-0.4455,2.342,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
718,Germany,Female,39,7,93148.74,2,1,1,190746.38,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.4456,1.3819,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5764196901142722,0,-0.4665,4.878,Middle-aged (31-45),Insured (0-100K),Active,Retained
645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,1.2684,0.3311,-1,2,0,0,0,0,0,1,0,0,1,Neither,C: Risk Signal — Density Outlier + Churned,2.52705661927622,0,-0.5421,16.252,Senior (46-60),Above ceiling (>100K),Active,Churned
598,Spain,Female,23,6,0.0,2,1,0,153229.19,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.6483,1.3523,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.518200800427985,0,-0.4772,5.46,Young adult (18-30),Zero balance,Inactive,Retained
628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1,1,High-Balance Single-Product France-Skew Watchlist,-1.3339,-1.5788,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4932364446738855,0,-0.474,5.016,Senior (46-60),Above ceiling (>100K),Active,Churned
629,Germany,Male,40,2,121647.54,2,1,1,64849.74,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.0254,-1.0274,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0417596792253108,0,-0.4486,3.996,Middle-aged (31-45),Above ceiling (>100K),Active,Churned
739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1,1,High-Balance Single-Product France-Skew Watchlist,-1.3344,-0.9587,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.8191748741175744,0,-0.5167,9.692,Senior (46-60),Above ceiling (>100K),Active,Churned
653,France,Female,60,2,120731.39,4,1,1,138160.11,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,2.1475,-1.3921,-1,2,0,0,1,1,0,1,0,1,2,Multivariate only,C: Risk Signal — Density Outlier + Churned,4.246376675934418,0,-0.621,41.185,Senior (46-60),Above ceiling (>100K),Active,Churned
711,France,Male,28,8,0.0,2,1,1,64286.39,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.6334,0.6159,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4529,4.564,Young adult (18-30),Zero balance,Active,Retained
783,Spain,Male,38,1,0.0,3,1,1,80178.54,1,2,Zero-Balance Multi-Product France-Skew Loyalist,2.57,-1.1384,-1,2,0,0,0,0,0,1,0,0,1,Neither,C: Risk Signal — Density Outlier + Churned,2.52705661927622,0,-0.5566,12.373,Middle-aged (31-45),Zero balance,Active,Churned
681,France,Male,38,6,153722.47,1,1,0,101319.76,0,1,High-Balance Single-Product France-Skew Watchlist,-1.4626,0.4898,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.237879084557564,0,-0.4423,2.048,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
712,France,Male,34,8,114088.32,1,1,0,92794.61,0,1,High-Balance Single-Product France-Skew Watchlist,-0.9205,0.954,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.03290776479748,0,-0.4357,2.768,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
554,France,Female,48,7,0.0,2,1,1,63708.07,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3294,-0.7136,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.475,5.247,Senior (46-60),Zero balance,Active,Retained
611,France,Female,37,6,0.0,2,1,0,110782.88,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4644,0.2209,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4301,2.1,Middle-aged (31-45),Zero balance,Inactive,Retained
560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0,1,High-Balance Single-Product France-Skew Watchlist,-1.5688,-1.1291,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5530212204328546,0,-0.4853,5.231,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
646,Spain,Male,32,1,0.0,2,1,0,183289.22,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.436,0.263,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.446747129150376,0,-0.4764,6.255,Middle-aged (31-45),Zero balance,Inactive,Retained
680,France,Male,34,3,143292.95,1,1,0,66526.01,0,1,High-Balance Single-Product France-Skew Watchlist,-1.3641,-0.3016,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.070724032495958,0,-0.4438,2.677,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
631,France,Male,26,1,149144.61,1,0,1,123697.95,0,1,High-Balance Single-Product France-Skew Watchlist,-1.3759,0.2174,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4901,5.855,Young adult (18-30),Above ceiling (>100K),Active,Retained
746,France,Male,36,9,127157.04,1,1,1,155700.15,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0567,1.7296,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4657,5.091,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.5011,0.359,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4634,3.766,Middle-aged (31-45),Insured (0-100K),Active,Retained
687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.0723,1.4438,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.469,5.34,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
708,Germany,Male,32,3,151691.44,2,1,1,172810.51,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.2101,0.8326,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2645328329172272,0,-0.4804,6.488,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0,1,High-Balance Single-Product France-Skew Watchlist,-0.782,0.0757,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.4964,5.715,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
636,France,Female,45,7,139859.23,1,1,1,108402.54,0,1,High-Balance Single-Product France-Skew Watchlist,-1.3817,0.3119,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0156914283718008,0,-0.4443,2.472,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
695,France,Male,45,9,43134.65,1,0,1,77330.35,0,1,High-Balance Single-Product France-Skew Watchlist,-0.257,0.2549,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4872,4.635,Middle-aged (31-45),Insured (0-100K),Active,Retained
677,France,Male,42,5,99580.13,1,1,0,21007.96,0,1,High-Balance Single-Product France-Skew Watchlist,-0.9411,-0.8591,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.375161825551936,0,-0.4473,2.975,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
720,France,Female,34,6,110717.38,1,1,1,9398.45,0,1,High-Balance Single-Product France-Skew Watchlist,-0.9356,-0.3731,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.577039603853054,0,-0.47,4.385,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
780,France,Female,37,3,0.0,2,0,0,182156.81,1,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4295,0.5116,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4270556507911714,0,-0.4811,6.224,Middle-aged (31-45),Zero balance,Inactive,Churned
653,Spain,Female,36,3,0.0,2,0,0,110525.6,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4126,-0.3046,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4272,2.357,Middle-aged (31-45),Zero balance,Inactive,Retained
674,France,Female,28,3,0.0,1,1,0,51536.99,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.3142,-0.4243,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4829,6.516,Young adult (18-30),Zero balance,Inactive,Retained
620,Germany,Male,40,5,108197.11,2,1,0,49722.34,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.1862,-0.5736,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.8758474496916245,0,-0.4415,2.881,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
623,France,Male,40,6,0.0,2,1,1,66119.07,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.422,-0.4342,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4277,2.446,Middle-aged (31-45),Zero balance,Active,Retained
547,France,Female,29,6,104450.86,1,1,1,37160.28,0,1,High-Balance Single-Product France-Skew Watchlist,-0.8247,0.0107,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0942891206738914,0,-0.4623,4.604,Young adult (18-30),Above ceiling (>100K),Active,Retained
530,France,Male,39,2,0.0,2,1,0,197923.05,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3511,0.1738,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7012148102528724,0,-0.5026,7.575,Middle-aged (31-45),Zero balance,Inactive,Retained
746,France,Female,34,4,0.0,1,0,1,65166.6,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.2657,-0.3659,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4687,5.593,Middle-aged (31-45),Zero balance,Active,Retained
512,France,Female,31,7,0.0,2,0,0,49326.07,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.533,-0.0222,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4333264231129623,0,-0.4707,5.556,Middle-aged (31-45),Zero balance,Inactive,Retained
630,France,Male,40,8,0.0,2,1,1,42495.81,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4632,-0.2774,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4465,4.003,Middle-aged (31-45),Zero balance,Active,Retained
570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0,1,High-Balance Single-Product France-Skew Watchlist,-0.8119,1.8219,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7089079818305883,0,-0.4873,6.849,Young adult (18-30),Above ceiling (>100K),Active,Retained
605,France,Male,39,6,111169.91,1,0,0,9641.4,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0299,-0.6769,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5728149461165728,0,-0.4616,3.75,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
530,Spain,Male,37,4,0.0,2,1,1,164844.37,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.416,0.2797,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2470844603150943,0,-0.4694,4.83,Middle-aged (31-45),Zero balance,Active,Retained
813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0,1,High-Balance Single-Product France-Skew Watchlist,-0.9608,1.2754,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6810530658958325,0,-0.502,6.629,Young adult (18-30),Above ceiling (>100K),Active,Retained
704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0,1,High-Balance Single-Product France-Skew Watchlist,-1.3976,1.4772,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4748,4.546,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
565,Germany,Male,31,2,89558.39,2,1,1,4441.54,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.4314,-1.3328,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.663235315647832,0,-0.5161,6.528,Middle-aged (31-45),Insured (0-100K),Active,Retained
645,Spain,Male,45,4,0.0,1,0,1,174916.85,1,2,Zero-Balance Multi-Product France-Skew Loyalist,0.123,0.166,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3011599807939915,0,-0.4762,6.253,Middle-aged (31-45),Zero balance,Active,Churned
526,Germany,Female,32,6,131938.92,2,1,1,1795.93,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.0241,-0.5655,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7092398299685243,0,-0.517,8.036,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
778,France,Female,33,9,151772.63,2,0,0,180249.94,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.0888,2.1621,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3938970868975142,1,-0.5182,9.473,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
677,France,Female,72,8,0.0,2,1,1,153604.44,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.0736,-0.6455,1,0,1,1,0,0,0,0,1,0,2,Univariate only,B: Rare Valid — Statistically Unusual Pattern,3.1541251439357976,0,-0.5566,19.947,Elderly (60+),Zero balance,Active,Retained
588,France,Female,64,3,0.0,1,1,1,189703.65,0,2,Zero-Balance Multi-Product France-Skew Loyalist,-0.1439,-0.8605,-1,0,1,0,0,0,0,1,1,0,2,Univariate only,B: Rare Valid — Statistically Unusual Pattern,2.391296418325384,0,-0.5569,15.552,Elderly (60+),Zero balance,Active,Retained
488,France,Female,22,6,0.0,2,1,1,66393.89,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.6324,0.3455,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6816490401767863,0,-0.5118,7.98,Young adult (18-30),Zero balance,Active,Retained
519,France,Male,39,1,97700.02,1,1,1,30709.03,0,1,High-Balance Single-Product France-Skew Watchlist,-0.9912,-1.591,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4974,6.034,Middle-aged (31-45),Insured (0-100K),Active,Retained
709,France,Male,31,6,0.0,2,1,1,71009.84,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5521,0.1358,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4339,2.929,Middle-aged (31-45),Zero balance,Active,Retained
642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.0734,-0.1674,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6284676927149706,0,-0.4749,7.164,Senior (46-60),Above ceiling (>100K),Inactive,Churned
710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.1137,-0.0882,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7133149422984042,0,-0.5225,8.244,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
653,France,Female,46,5,0.0,2,1,0,49707.85,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3253,-1.0362,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4519,3.622,Senior (46-60),Zero balance,Inactive,Retained
743,France,Male,71,0,0.0,2,0,1,29837.65,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.901,-3.4609,-1,0,1,1,1,0,0,1,1,1,4,Both families,B: Rare Valid — Statistically Unusual Pattern,3.058771553234496,0,-0.6022,22.187,Elderly (60+),Zero balance,Active,Retained
418,France,Female,39,2,0.0,2,0,0,9041.71,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3016,-1.9268,1,1,0,0,0,0,1,0,0,1,0,Multivariate only,Normal — Not Flagged,2.405923339946274,0,-0.5503,11.308,Middle-aged (31-45),Zero balance,Inactive,Retained
670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.6497,2.0947,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.702849376325024,0,-0.4928,6.164,Middle-aged (31-45),Insured (0-100K),Active,Retained
723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0,1,High-Balance Single-Product France-Skew Watchlist,-0.6516,1.1558,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0414328469214764,0,-0.4477,3.491,Young adult (18-30),Insured (0-100K),Inactive,Retained
549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0,1,High-Balance Single-Product France-Skew Watchlist,-1.2372,0.4119,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0504957218062334,0,-0.4565,3.499,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
543,France,Female,42,5,0.0,2,0,0,101905.34,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3601,-0.3849,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4481,3.397,Middle-aged (31-45),Zero balance,Inactive,Retained
595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0,1,High-Balance Single-Product France-Skew Watchlist,-1.5829,0.0245,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2917705585331822,0,-0.4692,3.715,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.3515,0.3389,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3274936190253817,0,-0.4603,4.171,Young adult (18-30),Above ceiling (>100K),Active,Retained
741,France,Female,21,9,0.0,2,0,1,139259.54,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.7535,1.9758,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7089079818305883,0,-0.5028,8.044,Young adult (18-30),Zero balance,Active,Retained
508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.4657,0.6971,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.524776270624672,0,-0.4958,6.029,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1,1,High-Balance Single-Product France-Skew Watchlist,-1.2847,-2.4431,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.914528464818876,0,-0.5208,9.669,Senior (46-60),Above ceiling (>100K),Inactive,Churned
752,France,Female,36,2,119912.46,1,1,0,124354.92,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1306,0.0302,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0498997475252794,0,-0.4629,3.505,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
809,France,Male,36,9,68881.59,2,0,1,109135.11,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.7961,1.0949,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6396659630518615,0,-0.5038,5.597,Middle-aged (31-45),Insured (0-100K),Active,Retained
575,Spain,Male,30,2,0.0,2,1,1,82222.86,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4589,-0.6114,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4547,4.257,Young adult (18-30),Zero balance,Active,Retained
591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1,1,High-Balance Single-Product France-Skew Watchlist,-0.8581,-0.4833,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4623,3.669,Middle-aged (31-45),Insured (0-100K),Active,Churned
