Source_RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,IQR_outlier_count,IQR_flag,ZScore_outlier_count,ZScore_flag,IF_flag,IF_anomaly_score,MAHA_dist2,MAHA_flag,LOF_flag,LOF_score,UNI_flag,MV_flag,UniMV_Segment,Max_Abs_Z,HighBal_Churn_flag,DBSCAN_flag,Composite_Anomaly_Score,Anomaly_Class,Anomaly_Evidence,Recommended_Action
3703,504,France,Female,73,8,0.0,1,1,1,34595.58,0,1,1,1,1,1,-0.6029316246835564,22.147601318343565,0,1,1.2862363880955034,1,1,Both families,3.2494787346370995,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3775,850,France,Male,61,1,0.0,1,1,0,53067.83,1,0,0,0,0,1,-0.5813853544108076,16.44246615906131,0,0,1.1829045626924397,0,1,Multivariate only,2.105235646221479,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3814,703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0,1,1,1,1,0,-0.5472814106300148,17.10599520476489,0,0,1.0374834828338204,1,0,Univariate only,3.2494787346370995,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3827,774,France,Male,76,4,112510.89,1,1,1,143133.18,0,1,1,1,1,1,-0.5727853562586911,20.312322602608806,0,0,1.1337750299322,1,1,Both families,3.5355395067410043,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3842,653,France,Female,60,2,120731.39,4,1,1,138160.11,1,0,0,0,0,1,-0.6209713442779601,38.97132449297266,1,0,1.0784484385158106,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3881,677,France,Female,72,8,0.0,2,1,1,153604.44,0,1,1,1,1,0,-0.5566004786002556,18.894271875515262,0,0,1.04811065776912,1,0,Univariate only,3.1541251439357976,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3882,588,France,Female,64,3,0.0,1,1,1,189703.65,0,1,1,0,0,0,-0.5569049269640809,14.786826770445572,0,0,1.142567130306914,1,0,Univariate only,2.391296418325384,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
3889,743,France,Male,71,0,0.0,2,0,1,29837.65,0,1,1,1,1,1,-0.6022238140257183,21.052010497294177,0,0,1.1394190702391715,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
3910,431,France,Male,63,6,160982.89,1,1,1,168008.17,0,1,1,0,0,1,-0.5706578853975511,15.609563854461577,0,1,1.28990996000979,1,1,Both families,2.2959428276240823,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3911,620,France,Female,70,3,87926.24,2,1,0,33350.26,1,1,1,0,0,0,-0.5571362849773241,16.32498440686908,0,0,1.0706469466931852,1,0,Univariate only,2.9634179625331942,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
3928,580,Spain,Female,65,1,0.0,2,0,1,103182.46,0,1,1,0,0,0,-0.5398597592729404,13.729152673963945,0,0,1.056031713713939,1,0,Univariate only,2.4866500090266856,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
3981,673,France,Male,65,0,0.0,1,1,1,85733.33,0,1,1,0,0,1,-0.5808380512120201,15.023810561745362,0,0,1.1634204016216931,1,1,Both families,2.4866500090266856,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
3995,809,Spain,Male,80,8,0.0,2,0,1,34164.05,0,1,1,1,1,1,-0.6028385660607279,29.412105398001433,1,1,1.328163619254256,1,1,Both families,3.916953869546211,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4011,514,Spain,Male,66,9,0.0,2,1,1,14234.31,0,1,1,0,0,1,-0.584616346673248,17.79437400844033,0,1,1.4439253832406453,1,1,Both families,2.5820035997279875,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
4014,720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1,0,0,0,0,1,-0.6452911446575519,43.65970589011047,1,0,1.1929832720526266,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4015,641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1,0,0,0,0,1,-0.6035509395442972,34.983880097284704,1,0,1.1244421445895718,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4027,762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1,0,0,0,0,1,-0.5866123575749008,19.88573341550616,0,0,1.1120300361342248,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4055,602,France,Female,56,3,115895.22,3,1,0,4176.17,1,0,0,0,0,1,-0.5894170842241888,19.882250830915318,0,0,1.0991531323276944,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4105,850,France,Male,55,6,0.0,1,1,0,944.41,1,0,0,0,0,1,-0.6004928192435499,14.021732807891917,0,0,1.177961829491257,0,1,Multivariate only,2.063883767202561,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4148,749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0,1,1,0,0,1,-0.5868018723769566,19.826129697994798,0,1,1.3038615827698146,1,1,Both families,2.5820035997279875,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4158,850,Spain,Male,62,5,0.0,2,1,1,180243.56,0,0,0,0,0,1,-0.565687011835629,15.694860237801647,0,1,1.3134520502827587,0,1,Multivariate only,2.200589236922781,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4163,652,France,Female,74,5,0.0,2,1,1,937.15,0,1,1,1,1,1,-0.5880768923674097,21.205682789914746,0,0,1.163511404853825,1,1,Both families,3.344832325338401,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
4167,850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1,0,0,0,0,1,-0.6721482911748066,42.56107536698638,1,1,1.266871014566041,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4207,604,France,Female,47,8,62094.71,3,0,0,9308.1,1,0,0,0,0,1,-0.5674015426458225,14.109323641041954,0,0,1.0145334799203491,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4242,793,Spain,Male,63,0,0.0,2,0,1,27166.75,0,1,1,0,0,1,-0.59737282992344,16.56074276803206,0,0,1.1363970149270028,1,1,Both families,2.2959428276240823,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4257,596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0,1,1,1,1,1,-0.5866695331710661,22.421068152737,0,0,1.1829657302330985,1,1,Both families,3.5355395067410043,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
4261,587,France,Male,40,2,0.0,4,0,1,106174.7,1,0,0,0,0,1,-0.5817620437939905,24.275890259934528,1,0,1.1730594334750526,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4274,562,France,Male,75,5,87140.85,1,1,1,39351.64,0,1,1,1,1,1,-0.5625943149035625,18.58325965660914,0,0,1.1661993165894047,1,1,Both families,3.440185916039703,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
4298,538,Spain,Male,68,9,0.0,2,1,0,110440.5,1,1,1,0,0,1,-0.5651976129869429,16.712403172663237,0,0,1.130531264592292,1,1,Both families,2.772710781130591,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
4319,673,Germany,Female,77,10,76510.52,2,0,1,59595.66,0,1,1,1,1,1,-0.5947438294678034,24.163385636150437,1,1,1.306164697344824,1,1,Both families,3.630893097442306,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4336,708,Spain,Female,64,5,0.0,3,0,1,112520.07,1,1,1,0,0,1,-0.5748568905008169,18.55575872656183,0,1,1.2105132519472437,1,1,Both families,2.52705661927622,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4367,662,France,Male,74,6,0.0,2,1,0,123583.85,0,1,1,1,1,0,-0.5398873383712631,18.94277066873204,0,0,1.0509985885754383,1,0,Univariate only,3.344832325338401,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
4379,757,France,Female,71,0,88084.13,2,1,1,154337.47,0,1,1,1,1,1,-0.6024895061157548,20.45227257251065,0,0,1.131090598623235,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4388,732,Spain,Female,67,1,0.0,2,1,1,177783.04,0,1,1,0,0,1,-0.5622522829306017,17.35499357184497,0,0,1.0726458767491454,1,1,Both families,2.6773571904292894,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
4397,721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0,1,1,0,0,0,-0.5493432848935722,14.161289322721126,0,0,1.0562361351898009,1,0,Univariate only,2.772710781130591,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
4404,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1,0,0,0,0,1,-0.5819540964202518,30.742254941736118,1,0,1.035607274094152,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4439,672,Germany,Male,68,0,126061.51,2,1,1,184936.77,0,1,1,0,0,1,-0.5955582997070671,19.28430933661932,0,0,1.1415245024277865,1,1,Both families,2.772710781130591,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4464,850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1,1,1,0,0,1,-0.6548047810280244,31.27485166220469,1,1,1.4536685612474338,1,1,Both families,2.9634179625331942,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4502,512,France,Female,75,2,0.0,1,1,0,123304.62,0,1,1,1,1,1,-0.6021507374433507,22.72717386483551,1,1,1.265006368928703,1,1,Both families,3.440185916039703,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4512,634,France,Female,45,2,0.0,4,1,0,101039.53,1,0,0,0,0,1,-0.5838793028619027,24.954256607833635,1,0,1.1536729891168667,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4517,497,Germany,Female,32,8,111537.23,4,1,1,9497.99,1,0,0,0,0,1,-0.6264674286987791,34.24135486058406,1,1,1.2594080498911848,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4521,652,Germany,Male,46,10,121063.8,3,1,0,151481.86,1,0,0,0,0,1,-0.5643215956868752,16.509479498676818,0,0,0.9992396094800942,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4534,850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1,0,0,0,0,1,-0.5729888162140943,12.727814284490467,0,1,1.3694802558919745,0,1,Multivariate only,2.0759761921214768,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4564,705,Germany,Female,64,3,153469.26,3,0,0,146573.66,1,1,1,0,0,1,-0.5985004925130902,25.431776771503475,1,0,1.1259314638511642,1,1,Both families,2.52705661927622,1,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4580,534,France,Male,52,1,0.0,3,1,1,104035.41,1,0,0,0,0,1,-0.5761751287506224,14.762475772718926,0,1,1.2631815175380208,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4591,635,France,Female,78,6,47536.4,1,1,1,119400.08,0,1,1,1,1,0,-0.5613753442456626,20.74312136124904,0,0,1.1072328042701027,1,0,Univariate only,3.7262466881436076,0,1,3,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
4607,797,France,Female,55,10,0.0,4,1,1,49418.87,1,0,0,0,0,1,-0.6556844218430962,33.53979403672922,1,1,1.315204496093708,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4645,712,Spain,Male,74,5,0.0,2,0,0,151425.82,0,1,1,1,1,0,-0.5556233599460741,19.916713455178595,0,0,1.0355969601591617,1,0,Univariate only,3.344832325338401,0,1,3,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
4655,578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1,0,0,0,0,1,-0.6039942589288226,29.979398292751284,1,0,1.198485968523244,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4662,780,France,Female,43,0,0.0,1,0,1,15705.27,0,0,0,0,0,1,-0.5659982415660596,10.524850875634561,0,0,1.1785941152338877,0,1,Multivariate only,1.7333154938995745,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4675,850,Germany,Male,41,1,176958.46,2,0,1,125806.3,0,0,0,0,0,1,-0.5643699813759004,11.45455272889415,0,1,1.236049221479096,0,1,Multivariate only,2.063883767202561,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4678,706,Germany,Female,48,10,104478.12,3,0,1,158248.71,1,0,0,0,0,1,-0.5727085417485546,16.59020620625781,0,0,1.0281213795554534,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4749,537,Germany,Female,37,7,158411.95,4,1,1,117690.58,1,0,0,0,0,1,-0.6122999458846593,34.77454094503081,1,0,1.0450286798191262,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4752,661,Germany,Female,64,8,128751.65,2,1,0,189398.18,1,1,1,0,0,0,-0.5353716495728063,14.969464791752094,0,0,1.156352425109772,1,0,Univariate only,2.391296418325384,1,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
4802,823,France,Male,71,5,149105.08,1,0,1,162683.06,0,1,1,1,1,1,-0.5829170543899622,18.768954613341595,0,0,1.1496694368973017,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4816,775,Germany,Female,77,6,135120.56,1,1,0,37836.64,0,1,1,1,1,1,-0.5704202604330191,22.00103085930393,0,0,1.069666171697317,1,1,Both families,3.630893097442306,0,0,3,C: Risk Signal — ARM Profile Overlap,An anomaly flag overlaps a Phase 3 churn-associated engagement profile.,"Validate out of time, then test re-engagement / relationship-depth actions."
4823,745,France,Female,32,2,0.0,4,0,1,179705.13,1,0,0,0,0,1,-0.6045942130020284,25.775026060921633,1,1,1.2261610356603865,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4833,617,France,Female,79,7,0.0,1,1,1,160589.18,0,1,1,1,1,1,-0.5738151018066289,25.26103445031694,1,1,1.2705250124375607,1,1,Both families,3.8216002788449095,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4850,491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0,1,1,0,0,1,-0.6058300851126031,21.500462635670473,0,1,1.3107385111329717,1,1,Both families,2.9634179625331942,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4902,673,France,Male,59,0,178058.06,2,0,1,21063.71,1,0,0,0,0,1,-0.5835338741578574,15.861543138522846,0,1,1.4489753197155548,0,1,Multivariate only,1.9145284648188758,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4932,682,Germany,Male,81,6,122029.15,1,1,1,50783.88,0,1,1,1,1,0,-0.548555769550259,23.695955802392092,1,0,1.08188888254013,1,1,Both families,4.012307460247513,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
4968,621,Germany,Male,40,8,174126.75,3,1,0,172490.78,1,0,0,0,0,1,-0.571218578227434,18.56617362748271,0,0,1.0006799546376797,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
4993,794,France,Female,62,9,123681.32,3,1,0,173586.63,1,0,0,0,0,1,-0.6162035617719765,25.98803374825921,1,1,1.2529784970596591,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5001,834,Germany,Female,68,9,130169.27,2,0,1,93112.2,0,1,1,0,0,1,-0.5846787073374702,19.8627067000068,0,1,1.2409511697053306,1,1,Both families,2.772710781130591,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5011,575,Germany,Male,49,7,121205.15,4,1,1,168080.53,1,0,0,0,0,1,-0.60377579952014,34.26397515820889,1,0,1.0550672193578117,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5021,491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1,1,1,0,0,1,-0.5771902732082776,15.66696131035653,0,0,1.139047423897098,1,1,Both families,2.772710781130591,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
5046,755,France,Female,29,3,0.0,3,1,0,4733.94,0,0,0,0,0,1,-0.5834582991145155,12.537968002026691,0,1,1.4002887143216902,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5069,712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0,1,1,1,1,0,-0.5549797481863404,22.91256598743272,1,0,1.1324467485818115,1,1,Both families,3.8216002788449095,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
5094,650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1,0,0,0,0,1,-0.5677893162901785,20.584551375884313,0,0,1.000047968558067,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5116,533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1,0,0,0,0,1,-0.5693411593069997,16.383399533179947,0,0,1.0113226256373684,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5133,439,France,Female,66,9,0.0,1,1,0,65535.56,0,1,1,0,0,1,-0.5975208107216268,19.240648627443,0,1,1.3214611073132754,1,1,Both families,2.5820035997279875,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5137,717,Germany,Female,64,10,98362.35,2,1,1,21630.21,0,1,1,0,0,1,-0.5654645225769943,15.61668033639701,0,1,1.2761233837538672,1,1,Both families,2.391296418325384,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5138,698,France,Female,51,6,144237.91,4,1,0,157143.61,1,0,0,0,0,1,-0.6022331401637995,36.03332259163273,1,0,1.0142050156260936,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5160,762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0,1,1,0,0,1,-0.6251855419890102,20.266494202800533,0,0,1.2000846705878954,1,1,Both families,2.868064371831893,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5179,850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0,0,0,0,0,1,-0.5755083252612092,10.840090430606928,0,1,1.2995024028771527,0,1,Multivariate only,2.063883767202561,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5198,804,France,Female,71,8,0.0,2,0,1,147995.96,0,1,1,1,1,1,-0.5796912782969375,20.33655731846641,0,0,1.1873354638562819,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5224,662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0,1,1,1,1,1,-0.5624724236929165,17.35874737218889,0,0,1.116521306637156,1,1,Both families,3.1541251439357976,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
5232,822,France,Male,38,6,128289.7,3,1,0,9149.96,1,0,0,0,0,1,-0.5836767259549465,17.521211111733653,0,0,1.1288800314172573,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5236,645,France,Female,68,9,0.0,4,1,1,176353.87,1,1,1,0,0,1,-0.655602917283464,40.43266659405763,1,1,1.3321029180088644,1,1,Both families,4.246376675934418,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5256,799,France,Female,63,1,110314.21,2,1,0,37464.0,1,1,1,0,0,1,-0.573001614073625,15.316585671923676,0,0,1.144009066753723,1,1,Both families,2.2959428276240823,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5258,807,Germany,Female,31,1,141069.18,3,1,1,194257.11,0,0,0,0,0,1,-0.610154276926765,19.707544987430694,0,1,1.3233781387559378,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
