antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_len,consequent_len
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'Products_Label_Products_1', 'Active_Status_Inactive'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0394,0.4799,0.0315,0.799492385786802,1.665956211266518,0.012591940000000003,2.593916442759455,0.41614004474716537,4,1
"frozenset({'Tenure_Band_Established', 'Balance_Band_Zero_Balance', 'Gender_Male'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.059,0.3246,0.0319,0.5406779661016949,1.6656745720939463,0.012748599999999999,1.470428041079142,0.42469992904233805,3,2
"frozenset({'Active_Status_Inactive', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0458,0.4799,0.0366,0.7991266375545851,1.6651940770047617,0.014620580000000001,2.589193465371189,0.4186432602254284,4,1
"frozenset({'Active_Status_Active', 'Geography_Germany', 'Gender_Female'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0559,0.3375,0.0314,0.5617173524150268,1.6643477108593387,0.012533749999999996,1.511581629204187,0.4227984458625711,3,2
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard', 'Salary_Band_Low_Income'})",frozenset({'Products_Label_Products_2'}),0.0415,0.459,0.0317,0.7638554216867469,1.6641730319972698,0.012651499999999996,2.290969378053547,0.41638074738887804,4,1
"frozenset({'CrCard_Status_Has_CrCard', 'CreditScore_Band_Fair_Credit', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.063,0.4799,0.0503,0.7984126984126984,1.6637063938585088,0.0200663,2.580023609248701,0.42575496858762046,3,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Salary_Band_Low_Income'})",frozenset({'Balance_Band_Zero_Balance'}),0.0605,0.3617,0.0364,0.6016528925619835,1.6634030759247538,0.01451715,1.6023713652720553,0.424505377538906,3,1
"frozenset({'Tenure_Band_Loyal', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.1113,0.4799,0.0888,0.7978436657681941,1.66252066215502,0.03538713000000001,2.572761320606741,0.4484119682865042,2,1
"frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard', 'Salary_Band_Low_Income'})",frozenset({'Balance_Band_Zero_Balance'}),0.0825,0.3617,0.0496,0.6012121212121212,1.662184465612721,0.019759749999999996,1.6006002999377043,0.4342038762415399,3,1
"frozenset({'Products_Label_Products_2', 'Age_Band_Age_18_to_30', 'Gender_Male'})",frozenset({'Balance_Band_Zero_Balance'}),0.0558,0.3617,0.0335,0.6003584229390682,1.6598242270917007,0.013317140000000002,1.5971811619227485,0.42101945262039725,3,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Age_Band_Age_31_to_45'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1051,0.3246,0.0566,0.538534728829686,1.6590718694691498,0.022484539999999997,1.4635987597149642,0.44390809798911535,3,2
"frozenset({'Active_Status_Active', 'Geography_France', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.126,0.3246,0.0678,0.5380952380952381,1.6577179238916762,0.026900399999999998,1.4622061824014092,0.4539600251108726,3,2
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Gender_Male'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1024,0.3246,0.0551,0.5380859375,1.6576892714109674,0.02186096,1.4621767410205728,0.4420127397601508,3,2
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Geography_Germany', 'CrCard_Status_Has_CrCard'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0474,0.4799,0.0377,0.7953586497890295,1.6573424667410492,0.014952739999999999,2.541519575209481,0.416359860574243,4,1
"frozenset({'Active_Status_Inactive', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0918,0.4799,0.073,0.7952069716775598,1.6570264048292558,0.028945179999999994,2.5396372216415575,0.43658810291620026,3,1
"frozenset({'Products_Label_Products_1', 'Gender_Female', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0664,0.4799,0.0528,0.7951807228915663,1.6569717084633597,0.020934639999999997,2.539311752308066,0.4246887252992651,3,1
"frozenset({'Active_Status_Inactive', 'Tenure_Band_Loyal', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0585,0.4799,0.0465,0.7948717948717948,1.6563279743108874,0.018425849999999997,2.535487487639498,0.42087608997310394,3,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Good_Credit'})",frozenset({'Products_Label_Products_2'}),0.0474,0.459,0.036,0.7594936708860759,1.6546703069413418,0.014243399999999996,2.2494210432787223,0.41533697249632573,3,1
"frozenset({'Active_Status_Active', 'Geography_France', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0686,0.459,0.0521,0.7594752186588922,1.6546301060106583,0.020612600000000002,2.2492484754970645,0.4247748729854589,4,1
"frozenset({'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.1791,0.4799,0.1422,0.793969849246231,1.6544485293732674,0.056249909999999986,2.524387792625531,0.4818723198218688,2,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'Products_Label_Products_1'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.072,0.3375,0.0402,0.5583333333333333,1.654320987654321,0.0159,1.4999999966037736,0.4262094698919197,3,2
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'Salary_Band_High_Income'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0598,0.3246,0.0321,0.5367892976588629,1.653694693958296,0.012688919999999996,1.4580837513648588,0.4204355008976017,3,2
"frozenset({'Balance_Band_Zero_Balance', 'Gender_Male', 'Salary_Band_Low_Income'})",frozenset({'Products_Label_Products_2'}),0.0506,0.459,0.0384,0.758893280632411,1.6533622671730086,0.015174599999999996,2.2438196628248126,0.4162332789129976,3,1
"frozenset({'Geography_Germany', 'Salary_Band_High_Income'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0647,0.3375,0.0361,0.5579598145285936,1.6532142652699067,0.014263750000000002,1.4987325140920282,0.4224502603783342,2,2
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'Gender_Male'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1309,0.3246,0.0702,0.5362872421695951,1.652148004219332,0.027709860000000003,1.4565051039430557,0.4541794389913134,3,2
"frozenset({'Active_Status_Active', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Age_Band_Age_31_to_45'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0492,0.4799,0.039,0.7926829268292683,1.6517668823281273,0.01538892,2.5087176349579505,0.4150059868612666,4,1
"frozenset({'Active_Status_Active', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0873,0.4799,0.0692,0.7926689576174112,1.6517377737391357,0.02730473,2.508548606685287,0.4323184213009612,3,1
"frozenset({'Active_Status_Inactive', 'Geography_Germany', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0627,0.4799,0.0497,0.7926634768740032,1.6517263531444117,0.01961027,2.5084822955937045,0.4209674992234426,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'Tenure_Band_New_Customer'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.038,0.4799,0.0301,0.7921052631578948,1.650563165571775,0.011863799999999997,2.501746823409319,0.40971536320373525,3,1
"frozenset({'Geography_Germany', 'CreditScore_Band_Fair_Credit'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0861,0.4799,0.0682,0.7921022067363531,1.6505567967000483,0.02688061,2.5017100438325572,0.431276771684242,2,1
"frozenset({'Age_Band_Age_31_to_45', 'Products_Label_Products_1', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.072,0.4799,0.057,0.7916666666666667,1.6496492324789889,0.022447200000000007,2.496479988016897,0.42436479128856636,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.1441,0.3375,0.0802,0.5565579458709229,1.6490605803582898,0.03156624999999999,1.4939945193226192,0.4598599598678265,2,2
"frozenset({'Active_Status_Inactive', 'Tenure_Band_Loyal', 'Geography_Germany', 'CrCard_Status_Has_CrCard'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0441,0.4799,0.0349,0.7913832199546486,1.6490585954462358,0.013736410000000001,2.493088031527698,0.41175165785345785,4,1
"frozenset({'Active_Status_Inactive', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.046,0.4799,0.0364,0.791304347826087,1.6488942442719048,0.014324600000000003,2.4921458213918024,0.41250835118759654,4,1
"frozenset({'Active_Status_Active', 'CrCard_Status_Has_CrCard', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})",frozenset({'Products_Label_Products_2'}),0.0444,0.459,0.0336,0.7567567567567567,1.648707531060472,0.013220399999999997,2.224111101967542,0.4117457991987083,4,1
"frozenset({'Balance_Band_Zero_Balance', 'Salary_Band_Low_Income'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0927,0.3246,0.0496,0.535059331175836,1.6483651607388665,0.019509579999999995,1.4526584655530987,0.43352618367862095,2,2
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'Gender_Male'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1187,0.3246,0.0635,0.5349620893007582,1.6480655862623481,0.024969980000000003,1.4523547070218386,0.44619089015779306,3,2
"frozenset({'Active_Status_Active', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Products_Label_Products_1'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0425,0.4799,0.0336,0.7905882352941176,1.647402032286138,0.013204249999999997,2.4836235836456173,0.41042676861867455,4,1
"frozenset({'Tenure_Band_Loyal', 'CrCard_Status_Has_CrCard', 'Gender_Female', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0653,0.3617,0.0389,0.5957120980091883,1.6469784296632246,0.015280989999999998,1.578825374882678,0.42027121688962793,4,1
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'CrCard_Status_Has_CrCard', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0798,0.3617,0.0475,0.5952380952380952,1.6456679437049908,0.01863634,1.5769764666921755,0.42636818083025435,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1,0.3246,0.0534,0.534,1.6451016635859521,0.02094,1.4493562200657593,0.4357053682896379,3,2
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0841,0.459,0.0635,0.7550535077288942,1.6449967488646933,0.0248981,2.208645622051112,0.4280992062366262,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0399,0.459,0.0301,0.7543859649122807,1.6435424072162979,0.011785899999999998,2.202642848174954,0.4078305796634556,4,1
"frozenset({'Active_Status_Active', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.1248,0.3375,0.0692,0.5544871794871795,1.6429249762583096,0.02708,1.4870503563743904,0.4471314896809714,2,2
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",frozenset({'Products_Label_Products_2'}),0.063,0.459,0.0475,0.753968253968254,1.6426323615866099,0.018583,2.1989032168689735,0.41752513621299775,4,1
"frozenset({'Tenure_Band_Loyal', 'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0524,0.4799,0.0413,0.7881679389312978,1.6423586975021833,0.016153240000000003,2.455246835256313,0.41274758610257395,3,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Geography_Germany', 'CrCard_Status_Has_CrCard'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.041,0.4799,0.0323,0.7878048780487805,1.641602163052262,0.012624100000000003,2.4510459654605885,0.4075484976933532,4,1
"frozenset({'Products_Label_Products_2', 'Salary_Band_Low_Income'})",frozenset({'Balance_Band_Zero_Balance'}),0.1151,0.3617,0.0683,0.5933970460469158,1.6405779542353214,0.026668329999999997,1.5698361072502536,0.4412461425772605,2,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0732,0.459,0.0551,0.7527322404371585,1.6399395216495827,0.021501199999999998,2.1879115933615947,0.4210416655243692,4,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1873,0.3246,0.0997,0.5323011211959423,1.639867902636914,0.03890242,1.444091549423763,0.48012155082202435,2,2
"frozenset({'Tenure_Band_Established', 'CrCard_Status_Has_CrCard', 'Gender_Male', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0538,0.3617,0.0319,0.5929368029739777,1.6393055100192913,0.012440539999999996,1.5680611833624796,0.41215977587962793,4,1
"frozenset({'Active_Status_Inactive', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.1261,0.4799,0.0992,0.7866772402854877,1.639252428183971,0.03868461,2.4380895796489552,0.44623621308262185,2,1
"frozenset({'Geography_France', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0605,0.459,0.0455,0.7520661157024794,1.6384882695043124,0.0177305,2.182033324532466,0.41477521945856166,4,1
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'Salary_Band_Low_Income'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0613,0.3246,0.0326,0.531810766721044,1.6383572603852248,0.012702019999999998,1.4425790909954668,0.41507671816067254,3,2
"frozenset({'Products_Label_Products_2', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.104,0.3375,0.0575,0.5528846153846154,1.6381766381766383,0.022400000000000003,1.4817204267935715,0.4347826086956522,2,2
"frozenset({'CrCard_Status_No_CrCard', 'Products_Label_Products_1', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0397,0.4799,0.0312,0.7858942065491183,1.6376207679706571,0.012147969999999998,2.429172929830804,0.4054545588050742,3,1
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Gender_Male'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0905,0.3246,0.0481,0.5314917127071823,1.6373743459863903,0.0187237,1.4415966950362145,0.4280001234371768,3,2
"frozenset({'Geography_Germany', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.1316,0.4799,0.1034,0.7857142857142858,1.637245854791177,0.040245160000000016,2.4271333220067124,0.44820149909970286,2,1
"frozenset({'Geography_Germany', 'Tenure_Band_New_Customer'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0644,0.4799,0.0506,0.7857142857142857,1.6372458547911768,0.01969444,2.427133322006711,0.41600917252905284,2,1
"frozenset({'Age_Band_Age_31_to_45', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.1021,0.4799,0.0802,0.7855044074436827,1.636808517282106,0.031202209999999994,2.424758436184117,0.43329433960482466,3,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_1', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0629,0.4799,0.0494,0.7853736089030207,1.636535963540364,0.019214290000000002,2.4232807294500476,0.4150605472910008,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_France', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1431,0.3246,0.076,0.5310971348707197,1.6361587642351194,0.029549739999999998,1.4403836034855604,0.45374299033849064,3,2
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})",frozenset({'Products_Label_Products_2'}),0.0618,0.459,0.0464,0.7508090614886731,1.6357495892999414,0.018033799999999996,2.1710259653136745,0.4142608002117039,3,1
"frozenset({'Active_Status_Active', 'CrCard_Status_Has_CrCard', 'Balance_Band_Zero_Balance', 'Age_Band_Age_31_to_45'})",frozenset({'Products_Label_Products_2'}),0.0754,0.459,0.0566,0.7506631299734748,1.6354316557156314,0.0219914,2.1697553104468326,0.4202256500566763,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0646,0.4799,0.0507,0.7848297213622291,1.6354026283855576,0.01969846,2.4171553844497664,0.4153621798561849,3,1
"frozenset({'CrCard_Status_Has_CrCard', 'Gender_Male', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0948,0.4799,0.0744,0.7848101265822784,1.635361797420876,0.028905479999999997,2.4169352828860062,0.42920295639530737,3,1
"frozenset({'Products_Label_Products_2', 'Geography_Germany', 'Gender_Male'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0578,0.3375,0.0319,0.5519031141868512,1.635268486479559,0.012392499999999997,1.4784749001754498,0.4123112118705703,3,2
"frozenset({'Balance_Band_Zero_Balance', 'Salary_Band_High_Income', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0489,0.459,0.0367,0.7505112474437629,1.6351007569580889,0.014254900000000004,2.1684344175379966,0.40838701896012,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Gender_Female', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0548,0.3617,0.0324,0.5912408759124087,1.634616742915147,0.012578839999999997,1.5615553533226232,0.41074460692883596,4,1
"frozenset({'Geography_Germany', 'CreditScore_Band_Fair_Credit', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0445,0.4799,0.0349,0.7842696629213484,1.6342355968354831,0.013544450000000003,2.4108801971578995,0.4061675805433481,3,1
"frozenset({'Active_Status_Active', 'Geography_Germany', 'CreditScore_Band_Fair_Credit'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0431,0.4799,0.0338,0.7842227378190254,1.6341378158346018,0.013116309999999996,2.410355902807919,0.405535070410429,3,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Age_Band_Age_31_to_45', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0588,0.459,0.0441,0.75,1.6339869281045751,0.0171108,2.1639999913439993,0.41223969400764976,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0552,0.459,0.0414,0.75,1.6339869281045751,0.0160632,2.1639999913439993,0.4106689246401355,4,1
"frozenset({'Geography_France', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1111,0.3246,0.0589,0.5301530153015301,1.6332502011753856,0.02283694,1.4374892689711674,0.43618397893965205,3,2
frozenset({'Geography_Germany'}),frozenset({'Balance_Band_Balance_Above_100K'}),0.2509,0.4799,0.1966,0.7835791151853327,1.6327966559394307,0.07619308999999999,2.4031876500375726,0.5173593188054896,1,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.1187,0.459,0.0889,0.7489469250210615,1.631692647104709,0.0344167,2.154922810208411,0.4392822904398949,3,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'CreditScore_Band_Good_Credit'})",frozenset({'Balance_Band_Zero_Balance'}),0.061,0.3617,0.036,0.5901639344262295,1.6316392989389812,0.013936299999999995,1.557451996199817,0.41226777896106953,3,1
"frozenset({'CreditScore_Band_Good_Credit', 'Products_Label_Products_2', 'Gender_Female'})",frozenset({'Balance_Band_Zero_Balance'}),0.0517,0.3617,0.0305,0.5899419729206963,1.6310256370492016,0.011800109999999996,1.5566089584680807,0.40798149579143334,3,1
"frozenset({'Active_Status_Inactive', 'Products_Label_Products_2', 'CreditScore_Band_Poor_Credit'})",frozenset({'Balance_Band_Zero_Balance'}),0.0519,0.3617,0.0306,0.5895953757225433,1.630067392099926,0.011827769999999998,1.5552943624075217,0.4076874078394146,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_France', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.079,0.459,0.0591,0.7481012658227848,1.6298502523372218,0.022838999999999998,2.1476884336850555,0.4195946802471381,4,1
"frozenset({'Active_Status_Active', 'Geography_Germany', 'Age_Band_Age_31_to_45'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0709,0.3375,0.039,0.5500705218617771,1.6298385832941542,0.015071249999999998,1.4724529747837953,0.41593187783048935,3,2
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'Salary_Band_High_Income'})",frozenset({'Products_Label_Products_2'}),0.0492,0.459,0.0368,0.7479674796747967,1.6295587792479231,0.0142172,2.146548378579823,0.40632830934133274,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'Active_Status_Inactive', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0599,0.459,0.0448,0.7479131886477463,1.629440498143238,0.0173059,2.1460860842019494,0.41090565973224724,4,1
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Geography_France'})",frozenset({'Products_Label_Products_2'}),0.0595,0.459,0.0445,0.7478991596638656,1.6294099339082038,0.017189499999999996,2.145966658154332,0.41071865909240235,4,1
"frozenset({'Salary_Band_Upper_Mid_Income', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0454,0.4799,0.0355,0.7819383259911893,1.6293776328218157,0.013712539999999995,2.3851050395672946,0.4046393593068993,3,1
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0456,0.459,0.0341,0.7478070175438596,1.6292091885487137,0.013169599999999997,2.1451826001895355,0.40465766826527166,4,1
"frozenset({'Salary_Band_Upper_Mid_Income', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0628,0.4799,0.0491,0.7818471337579618,1.6291876094143818,0.01896228,2.3841080182684684,0.4120754894111941,2,1
"frozenset({'Active_Status_Active', 'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0559,0.4799,0.0437,0.78175313059034,1.6289917286733486,0.016873590000000004,2.3830811366217852,0.4089856381327174,3,1
"frozenset({'Geography_Germany', 'Tenure_Band_New_Customer'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0644,0.3375,0.0354,0.5496894409937888,1.6287094547964112,0.013665,1.47120689328463,0.4125875899450004,2,2
"frozenset({'Age_Band_Age_31_to_45', 'Products_Label_Products_2', 'CreditScore_Band_Poor_Credit'})",frozenset({'Balance_Band_Zero_Balance'}),0.0652,0.3617,0.0384,0.588957055214724,1.6283026132560794,0.014817159999999996,1.552879100699712,0.4127765743117957,3,1
"frozenset({'CrCard_Status_Has_CrCard', 'Salary_Band_High_Income', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0462,0.4799,0.0361,0.7813852813852814,1.6282252164727682,0.013928620000000003,2.3790712762462287,0.40452332672517405,3,1
"frozenset({'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.1193,0.4799,0.0932,0.7812238055322716,1.6278887383460545,0.03594793,2.377315314804072,0.43795549384975174,2,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.1024,0.459,0.0765,0.7470703125,1.6276041666666665,0.029498399999999994,2.138934354477726,0.4295900178253119,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_France', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})",frozenset({'Products_Label_Products_2'}),0.0482,0.459,0.036,0.7468879668049792,1.627206899357253,0.013876199999999995,2.1373934341784935,0.40496953141416253,4,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Tenure_Band_Loyal'})",frozenset({'Balance_Band_Zero_Balance'}),0.1096,0.3617,0.0645,0.5885036496350365,1.6270490728090585,0.02485768,1.5511680671838577,0.43282837780424444,3,1
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.047,0.459,0.0351,0.7468085106382979,1.6270337922403004,0.013526999999999997,2.136722680636473,0.4043909920090403,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Established', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.064,0.3246,0.0338,0.528125,1.6270024645717804,0.013025599999999995,1.431311255244903,0.4117230566934708,3,2
"frozenset({'Active_Status_Inactive', 'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0634,0.4799,0.0495,0.7807570977917981,1.6269162279470684,0.019074340000000002,2.3722546654387813,0.41142451635725186,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_France', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",frozenset({'Products_Label_Products_2'}),0.1018,0.459,0.076,0.7465618860510805,1.6264964837714173,0.029273799999999996,2.134643402429972,0.42883720657689645,4,1
"frozenset({'Active_Status_Active', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.1248,0.4799,0.0974,0.780448717948718,1.626273636067343,0.037508480000000004,2.368922616947389,0.44001066110087134,2,1
"frozenset({'Active_Status_Active', 'Geography_Germany', 'Gender_Male'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0689,0.3375,0.0378,0.548621190130624,1.6255442670537008,0.014546249999999997,1.4677250771342036,0.4132976356690242,3,2
