antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"Good, Spain",Retained,0.0608,0.7963,0.0516,0.8486842105263158,1.0657845165469242,0.0031849600000000006,1.3461913043478262,0.06571979451421629
"Adult, Retained",France,0.3913,0.5014,0.2091,0.5343726041400461,1.0657610772637538,0.01290218000000004,1.0708132821075744,0.10136913997789301
"France, VeryGood","HasCard, Retained",0.0605,0.5631,0.0363,0.6,1.0655301012253595,0.002232449999999997,1.0922499999999997,0.06546035125066516
"Retained, VeryHighSal",Active,0.1928,0.5151,0.1058,0.5487551867219918,1.0653371902970137,0.006488720000000003,1.0745829885057472,0.07597876203019707
"Adult, Inactive, VeryHighSal",Retained,0.0534,0.7963,0.0453,0.848314606741573,1.065320365115626,0.0027775799999999948,1.3429111111111107,0.06477417260519687
"Middle, Zero",Inactive,0.0786,0.4849,0.0406,0.5165394402035622,1.065249412669751,0.0024868599999999935,1.0654436842105262,0.06647786993662444
"HasCard, LowSal, Spain",Retained,0.0448,0.7963,0.038,0.8482142857142857,1.0651943811557023,0.002325759999999996,1.3420235294117646,0.06407475976373084
"HasCard, Inactive, Poor",Prod=1,0.0855,0.5084,0.0463,0.5415204678362573,1.0651464748942905,0.0028318000000000024,1.0722397959183674,0.06688024826794617
"HasCard, HighSal, Prod=1",Inactive,0.091,0.4849,0.047,0.5164835164835165,1.0651340822510136,0.0028741000000000044,1.0653204545454547,0.0672728975025163
"Fair, France, NoCard",Retained,0.0474,0.7963,0.0402,0.8481012658227849,1.0650524498590794,0.00245538,1.3410250000000006,0.06411831248961992
"Good, MedSal",Active,0.0618,0.5151,0.0339,0.5485436893203883,1.0649265954579468,0.002066819999999997,1.074079569892473,0.06498416285751467
"Adult, NoCard, Prod=2",Inactive,0.0614,0.4849,0.0317,0.5162866449511401,1.0647280778534545,0.0019271399999999973,1.0648868686868687,0.06476993387695337
"France, HasCard, Retained",Active,0.2974,0.5151,0.1631,0.5484196368527235,1.064685763643416,0.009909260000000003,1.0737845122859269,0.08647271944112987
"HasCard, Retained, VeryGood",France,0.068,0.5014,0.0363,0.5338235294117647,1.0646659940402168,0.0022048,1.0695520504731861,0.06516984121354001
"Fair, Prod=2, Retained",Active,0.1426,0.5151,0.0782,0.5483870967741936,1.0646225912913874,0.004746739999999999,1.073707142857143,0.07079542803825518
"Adult, Fair, Prod=2",France,0.0727,0.5014,0.0388,0.5337001375515819,1.0644198993848861,0.002348220000000005,1.0692690265486726,0.06526597004272477
"Inactive, Middle, Prod=2",Retained,0.0459,0.7963,0.0389,0.8474945533769062,1.0642905354475778,0.002349829999999997,1.3356899999999985,0.0633130079384089
"LowSal, NoCard, Retained",Active,0.0571,0.5151,0.0313,0.5481611208406305,1.0641838882559318,0.0018877900000000038,1.0731701550387598,0.0639651920168796
"HasCard, Middle",Prod=1,0.1612,0.5084,0.0872,0.5409429280397022,1.06401048001515,0.005245920000000001,1.0708908108108108,0.07172106941764776
"France, Good, High",Retained,0.036,0.7963,0.0305,0.8472222222222223,1.0639485397742336,0.0018332,1.3333090909090917,0.0623495000340113
"Fair, Germany, Inactive",HasCard,0.0425,0.7055,0.0319,0.7505882352941176,1.0639096177095926,0.0019162499999999943,1.180778301886792,0.06273684899776535
"Germany, HasCard, High",Inactive,0.1196,0.4849,0.0617,0.5158862876254181,1.0639024285943868,0.003705960000000001,1.0640062176165803,0.06822374093991462
"HasCard, Prod=1, Retained",France,0.2587,0.5014,0.138,0.5334364128333978,1.0638939226832826,0.008287820000000029,1.0686646230323118,0.08101533342326571
"HasCard, High, Prod=2",Active,0.0823,0.5151,0.0451,0.5479951397326853,1.063861657411542,0.0027072700000000047,1.0727760752688174,0.0654115284354723
"France, Good",Retained,0.1223,0.7963,0.1036,0.8470973017170891,1.0637916635904672,0.0062125099999999905,1.3322197860962561,0.06832210634762749
"France, HighSal, Inactive",Prod=1,0.0601,0.5084,0.0325,0.540765391014975,1.0636612726494394,0.0019451600000000013,1.070476811594203,0.06367813269824127
"Active, France, Prod=1",Retained,0.1261,0.7963,0.1068,0.8469468675654244,1.0636027471624065,0.006386570000000008,1.3309103626943013,0.06842813201657909
"Adult, Inactive, MedSal",Retained,0.0607,0.7963,0.0514,0.8467874794069193,1.0634025862199163,0.003064590000000006,1.3295258064516133,0.06347532581800931
"Active, Good, Prod=1",Retained,0.0633,0.7963,0.0536,0.8467614533965245,1.063369902544926,0.003194210000000003,1.3293000000000004,0.06362065778718243
"France, Prod=1, Retained",Active,0.195,0.5151,0.1068,0.5476923076923077,1.0632737481892987,0.0063555,1.0720578231292517,0.07392351175936912
"Active, VeryGood","HasCard, Retained",0.0628,0.5631,0.0376,0.5987261146496816,1.0632678292482358,0.002237320000000001,1.08878253968254,0.06349038784609659
"Good, Prod=2, Retained",Active,0.1028,0.5151,0.0563,0.5476653696498055,1.0632214514653573,0.0033477199999999985,1.0719939784946237,0.06627526411357534
"MedSal, Poor",Inactive,0.0617,0.4849,0.0318,0.5153970826580228,1.0628935505424268,0.001881670000000002,1.0629321070234115,0.06306299965748312
"Adult, HasCard, Poor",Inactive,0.0749,0.4849,0.0386,0.5153538050734313,1.0628043000070764,0.0022809900000000036,1.0628371900826448,0.06387742425829342
"Germany, HasCard, Prod=2",Active,0.0749,0.5151,0.041,0.5473965287049399,1.0626995315568626,0.002419010000000006,1.0713572271386431,0.06377715263478453
"Adult, MedSal",Inactive,0.1178,0.4849,0.0607,0.5152801358234295,1.062652373321158,0.0035787799999999967,1.0626756567425568,0.06683119967043595
"France, Poor, Zero",Retained,0.0598,0.7963,0.0506,0.8461538461538461,1.0626068644403444,0.0029812599999999995,1.32405,0.06266558372493278
"Good, Inactive, Retained",France,0.0839,0.5014,0.0447,0.5327771156138259,1.0625790099996528,0.0026325399999999957,1.067156632653061,0.06428720915211272
"France, High, Prod=1",Retained,0.1098,0.7963,0.0929,0.8460837887067395,1.0625188857299253,0.0054662600000000006,1.3234473372781062,0.06609779638542301
"Good, HasCard, Prod=2",Active,0.0793,0.5151,0.0434,0.5472887767969735,1.0624903451698184,0.002552570000000004,1.0711022284122562,0.06388071788696148
"Adult, HasCard, VeryHighSal",Inactive,0.0724,0.4849,0.0373,0.5151933701657458,1.062473438164046,0.002193239999999999,1.06248547008547,0.0633893919793014
"HasCard, Prod=2, Youth",France,0.0719,0.5014,0.0383,0.5326842837273992,1.0623938646338238,0.0022493400000000024,1.066944642857143,0.06327928446982992
"Adult, LowSal, Zero",HasCard,0.0439,0.7055,0.0329,0.7494305239179954,1.0622686377292634,0.0019285499999999976,1.175322727272727,0.06131005233075472
"France, Medium",Active,0.0647,0.5151,0.0354,0.5471406491499228,1.062202774509654,0.0020730300000000035,1.070751877133106,0.06261110819151665
"Adult, Fair, France",Inactive,0.0767,0.4849,0.0395,0.514993481095176,1.0620612107551577,0.0023081699999999983,1.0620475806451612,0.06328894567779027
"High, Poor",Inactive,0.0938,0.4849,0.0483,0.5149253731343284,1.0619207530095451,0.002816380000000007,1.0618984615384617,0.06434577899750207
"Good, Retained",France,0.1946,0.5014,0.1036,0.5323741007194245,1.0617752307926296,0.006027560000000015,1.0662369230769233,0.07223873985731466
"Active, Adult, Good",HasCard,0.053,0.7055,0.0397,0.749056603773585,1.061738630437399,0.002308499999999998,1.1735714285714287,0.06140297213259952
"Adult, NoCard",Inactive,0.1282,0.4849,0.066,0.514820592823713,1.061704666578084,0.0038358199999999967,1.0616691318327975,0.06666492870897545
"HasCard, Retained, Zero",Active,0.224,0.5151,0.1225,0.546875,1.061687051058047,0.007117600000000002,1.0701241379310344,0.07487481590574376
"Good, High, Prod=1",Active,0.0587,0.5151,0.0321,0.5468483816013627,1.0616353748813099,0.0018636299999999946,1.0700612781954884,0.06167747726101586
"Fair, MedSal, Retained",France,0.0667,0.5014,0.0355,0.5322338830584707,1.0614955784971496,0.002056620000000002,1.0659173076923076,0.06207324305847951
"Fair, France, High",Retained,0.0478,0.7963,0.0404,0.8451882845188283,1.0613943043059504,0.002336859999999996,1.3157918918918907,0.06074676465756207
"Active, Poor",Retained,0.1182,0.7963,0.0999,0.8451776649746193,1.0613809681961814,0.005777340000000006,1.3157016393442627,0.06558316084285698
"Poor, Prod=2",France,0.1058,0.5014,0.0563,0.5321361058601134,1.06130057012388,0.0032518800000000056,1.0656945454545454,0.06459389163954972
"LowSal, Retained",France,0.1964,0.5014,0.1045,0.5320773930753564,1.0611834724279148,0.006025040000000009,1.0655608269858543,0.07174699498191166
"Prod=2, Retained, VeryHighSal",France,0.106,0.5014,0.0564,0.5320754716981132,1.0611796404030978,0.0032516000000000073,1.0655564516129032,0.06448823520078711
"Active, Good, Retained",France,0.1107,0.5014,0.0589,0.5320686540198735,1.0611660431190137,0.0033950200000000055,1.0655409266409266,0.06481548124399945
"HasCard, Prod=2, Retained",Active,0.301,0.5151,0.1645,0.5465116279069768,1.0609816111570118,0.009454900000000016,1.0692666666666668,0.08222688947736902
"Active, Retained, Youth",France,0.0955,0.5014,0.0508,0.5319371727748691,1.0609038148681076,0.0029163000000000036,1.065241610738255,0.06346874551128878
"Adult, HighSal, Inactive",Retained,0.0567,0.7963,0.0479,0.8447971781305115,1.0609031497306436,0.002749789999999995,1.3124761363636364,0.06085751018002573
"Adult, High",Retained,0.1697,0.7963,0.1433,0.8444313494401887,1.0604437390935435,0.008167890000000011,1.3093897727272739,0.06864812061052274
"Fair, MedSal, Retained",HasCard,0.0667,0.7055,0.0499,0.7481259370314843,1.0604194713415795,0.0028431500000000026,1.1692351190476193,0.06104891664825424
"NoCard, Prod=2, Retained",France,0.1232,0.5014,0.0655,0.5316558441558442,1.0603427286714087,0.003727520000000005,1.0646017331022533,0.06490499804981342
"Germany, Prod=2",Active,0.104,0.5151,0.0568,0.5461538461538462,1.060287024177531,0.003229600000000006,1.0684237288135594,0.06345887826961782
"Active, Poor, Retained",France,0.0999,0.5014,0.0531,0.5315315315315315,1.0600947976297,0.0030101400000000014,1.0643192307692309,0.06297981956807062
"Fair, MedSal","HasCard, Retained",0.0836,0.5631,0.0499,0.5968899521531101,1.0600070185635058,0.002824840000000002,1.0838231454005935,0.061774356220078784
"Fair, LowSal, Retained",France,0.0685,0.5014,0.0364,0.5313868613138686,1.0598062650854978,0.002054100000000003,1.0639906542056075,0.06058112579851719
"Active, Fair, VeryHighSal",Retained,0.041,0.7963,0.0346,0.8439024390243902,1.0597795291025873,0.0019516999999999937,1.3049531249999997,0.05881909744615941
"Active, Good, High",Retained,0.0474,0.7963,0.04,0.8438818565400844,1.0597536814518203,0.0022553800000000013,1.3047810810810812,0.059190111274406924
"Fair, MedSal",HasCard,0.0836,0.7055,0.0625,0.7476076555023924,1.0596848412507334,0.003520200000000001,1.166834123222749,0.06146137058053254
"Adult, Inactive, Prod=2",France,0.1088,0.5014,0.0578,0.53125,1.059533306741125,0.003247680000000003,1.0636800000000002,0.06304784032104768
"Inactive, MedSal, Retained",France,0.0896,0.5014,0.0476,0.53125,1.059533306741125,0.0026745600000000064,1.0636800000000002,0.06171818463765134
"HasCard, High, Poor",Inactive,0.0654,0.4849,0.0336,0.5137614678899082,1.059520453474754,0.00188754,1.0593566037735846,0.060107838341842204
"Active, LowSal, NoCard",Retained,0.0371,0.7963,0.0313,0.8436657681940701,1.0594823159538744,0.0017572700000000017,1.3029775862068969,0.058305962718452065
"Adult, High, Prod=1",Inactive,0.1096,0.4849,0.0563,0.5136861313868614,1.0593650884447543,0.0031549599999999983,1.0591924953095686,0.06293617014485672
"Fair, NoCard, Retained",France,0.0757,0.5014,0.0402,0.5310435931307793,1.0591216456537282,0.0022440199999999993,1.0632118309859153,0.060393154857541764
"France, Retained",Active,0.4204,0.5151,0.2293,0.5454329210275928,1.058887441327107,0.012751960000000007,1.0667292517006803,0.0959498964201367
"High, Prod=2",Active,0.1157,0.5151,0.0631,0.5453759723422645,1.0587768828232664,0.0035029300000000013,1.0665956273764259,0.06277727707483229
"Good, HasCard, Spain",Retained,0.0427,0.7963,0.036,0.8430913348946135,1.0587609379563148,0.001997989999999998,1.2982074626865665,0.057975266084009366
"France, HasCard, VeryHighSal",Inactive,0.0861,0.4849,0.0442,0.51335656213705,1.058685424081357,0.0024501100000000053,1.0584751789976137,0.06065472474141217
"Adult, Fair, Prod=1",Inactive,0.0713,0.4849,0.0366,0.5133239831697055,1.0586182370998258,0.0020266300000000015,1.0584043227665707,0.0596235645220036
"Inactive, Prod=1, Youth",Retained,0.0433,0.7963,0.0365,0.8429561200923787,1.0585911341107355,0.0020202100000000014,1.297089705882353,0.05785326557759196
"France, HasCard, MedSal",Active,0.0939,0.5151,0.0512,0.5452609158679447,1.0585535155658021,0.0028321100000000057,1.066325761124122,0.06104695777232106
"Adult, NoCard, Prod=1",Inactive,0.0641,0.4849,0.0329,0.5132605304212168,1.0584873797096654,0.0018179099999999955,1.058266346153846,0.05904009306582308
"HasCard, Poor",Inactive,0.1666,0.4849,0.0855,0.5132052821128452,1.0583734421795117,0.00471566000000001,1.058146239210851,0.06617940740179397
"Prod=1, Retained",France,0.3675,0.5014,0.195,0.5306122448979592,1.0582613579935367,0.010735500000000037,1.0622347826086957,0.08704165399817602
"Adult, Inactive, Prod=1",France,0.1099,0.5014,0.0583,0.5304822565969063,1.0580021072933912,0.00319614,1.0619406976744188,0.061591167797169666
"Retained, VeryHigh",Active,0.0745,0.5151,0.0406,0.5449664429530201,1.0579818345040188,0.0022250499999999993,1.0656356932153392,0.05921576141773983
"Germany, High, Prod=2",Retained,0.0641,0.7963,0.054,0.8424336973478939,1.0579350713900464,0.002957169999999995,1.2927891089108905,0.05851309691997791
"Retained, VeryGood",France,0.0969,0.5014,0.0514,0.5304437564499485,1.0579253219983018,0.0028143400000000054,1.0618536263736267,0.06062860867905501
"HighSal, Prod=1, Retained",France,0.0954,0.5014,0.0506,0.5303983228511531,1.0578347085184545,0.002766440000000002,1.061750892857143,0.06043856651860194
"Adult, Prod=2, Zero",Inactive,0.1238,0.4849,0.0635,0.512924071082391,1.057793506047414,0.003469380000000001,1.0575353233830846,0.062355518730667706
"High, Poor, Retained",Active,0.067,0.5151,0.0365,0.544776119402985,1.0576123459580373,0.0019882999999999984,1.0651901639344261,0.05838582272533728
Germany,Prod=1,0.2509,0.5084,0.1349,0.5376644081307294,1.0575617783845976,0.007342440000000006,1.0632968965517242,0.07265887337599788
"Adult, Good, Retained",France,0.0926,0.5014,0.0491,0.5302375809935205,1.0575141224441973,0.0026703600000000036,1.0613875862068964,0.05993624720391342
"LowSal, Spain",Active,0.0615,0.5151,0.0335,0.5447154471544716,1.0574945586380735,0.0018213499999999994,1.0650482142857145,0.05793144029453158
"Adult, HasCard, Inactive",Retained,0.1576,0.7963,0.1327,0.8420050761421322,1.0573968054026524,0.007203120000000007,1.2892819277108447,0.06443641485088362
"Inactive, Youth",France,0.0962,0.5014,0.051,0.5301455301455301,1.0573305347936381,0.0027653200000000017,1.0611796460176992,0.05999331797335004
Middle,Prod=1,0.232,0.5084,0.1247,0.5375,1.057238394964595,0.006751200000000013,1.062918918918919,0.07049418604651175
"Prod=2, Retained",Active,0.4242,0.5151,0.231,0.5445544554455446,1.0571820140662873,0.012494580000000005,1.0646717391304348,0.0939372888313493
"MedSal, Middle",Prod=1,0.0588,0.5084,0.0316,0.5374149659863946,1.0570711368733174,0.0017060800000000056,1.062723529411765,0.05736280643616839
"Germany, HasCard",Inactive,0.1791,0.4849,0.0918,0.5125628140703518,1.05704849261776,0.004954410000000006,1.0567515463917525,0.065744436402896
"Active, Good, Prod=2",France,0.0602,0.5014,0.0319,0.5299003322259136,1.0568415082287868,0.0017157200000000004,1.060626148409894,0.05722954460396765
"Adult, Zero",Inactive,0.1647,0.4849,0.0844,0.5124468731026108,1.0568093897764712,0.004536970000000001,1.0565002490660025,0.06435480512436151
"Active, Adult, LowSal",HasCard,0.0558,0.7055,0.0416,0.7455197132616487,1.0567253200023368,0.002233099999999995,1.1572605633802813,0.05685266729669385
"Adult, HasCard, Inactive",France,0.1576,0.5014,0.0835,0.5298223350253808,1.0566859493924627,0.0044793600000000156,1.06045020242915,0.06368118463926868
"MedSal, Spain",Retained,0.0624,0.7963,0.0525,0.8413461538461539,1.0565693254378423,0.0028108800000000017,1.2839272727272728,0.057103851779619734
"HasCard, Prod=1, VeryHighSal",Inactive,0.0853,0.4849,0.0437,0.5123094958968347,1.0565260793912863,0.002338030000000005,1.0562026442307693,0.0584911234979946
"Adult, France, Prod=1",Inactive,0.1138,0.4849,0.0583,0.5123022847100176,1.0565112078985721,0.003118379999999997,1.056187027027027,0.06035715156702364
"Active, VeryHighSal","HasCard, Retained",0.1244,0.5631,0.074,0.5948553054662379,1.0563937230798044,0.003950359999999986,1.0783801587301585,0.06096761448520221
"MedSal, Prod=2, Retained",France,0.1063,0.5014,0.0563,0.5296331138287864,1.056308563679271,0.003001180000000006,1.0600236,0.05964745124297169
"NoCard, Poor, Retained",Active,0.0557,0.5151,0.0303,0.5439856373429085,1.056077727320731,0.0016089300000000015,1.0633437007874018,0.05623212961982425
"France, Retained, Zero",Active,0.2081,0.5151,0.1132,0.5439692455550216,1.0560459047855204,0.006007689999999996,1.0633054794520547,0.06701788916668187
"Fair, Germany, HasCard",Inactive,0.0623,0.4849,0.0319,0.5120385232744783,1.0559672577324775,0.001690729999999998,1.0556161184210526,0.056522278382074666
"HasCard, VeryHigh",Inactive,0.0676,0.4849,0.0346,0.5118343195266273,1.0555461322471176,0.0018207600000000046,1.0551745454545456,0.05643835412621554
"Adult, Good, High",Retained,0.0395,0.7963,0.0332,0.8405063291139241,1.055514666726013,0.0017461500000000019,1.277166666666667,0.05475781313698318
"Germany, VeryHighSal",Inactive,0.0637,0.4849,0.0326,0.5117739403453688,1.0554216134158978,0.0017118699999999938,1.0550440514469452,0.0560838937234341
"Fair, Inactive, Retained",France,0.12,0.5014,0.0635,0.5291666666666667,1.0553782741656696,0.0033320000000000086,1.0589734513274338,0.0596277738010023
"Adult, MedSal, Prod=1",Retained,0.057,0.7963,0.0479,0.8403508771929824,1.0553194489425874,0.0025108999999999965,1.2759230769230765,0.055588148692596956
"France, HasCard, MedSal",Retained,0.0939,0.7963,0.0789,0.8402555910543131,1.055199787836636,0.004127430000000001,1.2751620000000001,0.057733326675179615
"NoCard, Poor",Prod=1,0.0727,0.5084,0.039,0.5364511691884457,1.05517539179474,0.002039320000000004,1.0605139465875373,0.056389794468086396
"Active, High, MedSal",Retained,0.0488,0.7963,0.041,0.8401639344262295,1.055084684699522,0.0021405599999999997,1.274430769230769,0.05488727973907156
"Adult, HasCard, VeryHighSal",France,0.0724,0.5014,0.0383,0.5290055248618785,1.0550568904305515,0.001998640000000003,1.0586111436950147,0.056256804668438916
"Fair, France","HasCard, Retained",0.1638,0.5631,0.0973,0.594017094017094,1.0549051571960468,0.005064219999999994,1.0761536842105262,0.062242862968653945
"Poor, Prod=1",Inactive,0.1263,0.4849,0.0646,0.5114806017418845,1.0548166668217869,0.0033571300000000068,1.0544105348460293,0.05948032122736276
"Germany, High, Prod=2",HasCard,0.0641,0.7055,0.0477,0.7441497659906395,1.0547835095544147,0.002477449999999992,1.1510640243902435,0.055495410980092086
"Adult, MedSal",France,0.1178,0.5014,0.0623,0.5288624787775892,1.0547715970833451,0.0032350800000000082,1.05828972972973,0.05886131017123775
"France, HasCard, Middle",Prod=1,0.0748,0.5084,0.0401,0.5360962566844919,1.0544772948160739,0.0020716799999999994,1.0597025936599422,0.05583964860869873
"Fair, High, Retained",Active,0.095,0.5151,0.0516,0.5431578947368421,1.0544707721546147,0.002665500000000001,1.0614170506912441,0.05707953231401775
"Retained, Zero",Active,0.3117,0.5151,0.1693,0.5431504651908887,1.0544563486524727,0.008743330000000021,1.061399789325843,0.07503124324471852
"HasCard, HighSal, Spain",Retained,0.0449,0.7963,0.0377,0.8396436525612471,1.05443131051268,0.0019461299999999973,1.270295833333332,0.05404825192245893
"Adult, Poor",Inactive,0.1068,0.4849,0.0546,0.5112359550561798,1.054312136638853,0.002812679999999998,1.0538827586206898,0.05767385324035566
"Fair, LowSal, Retained",Active,0.0685,0.5151,0.0372,0.5430656934306568,1.0542917752488,0.001915649999999991,1.0612028753993608,0.05528284244974262
"Fair, Middle",Prod=1,0.0806,0.5084,0.0432,0.5359801488833746,1.0542489159783137,0.002222960000000003,1.0594374331550802,0.05596846574658198
"Fair, France",Retained,0.1638,0.7963,0.1375,0.8394383394383395,1.0541734766273256,0.007066060000000013,1.2686714828897339,0.06145602400469668
"France, HasCard",Retained,0.3543,0.7963,0.2974,0.8394016370307649,1.0541273854461446,0.015270909999999971,1.2683815465729347,0.07952307536723971
"Inactive, Prod=2, Retained",France,0.1932,0.5014,0.1021,0.5284679089026915,1.0539846607552683,0.005229520000000001,1.0574041712403952,0.06348486445040857
"Adult, Inactive","HasCard, Retained",0.2236,0.5631,0.1327,0.5934704830053668,1.0539344397182857,0.0067908399999999924,1.074706710671067,0.06591238832677777
"MedSal, Poor",France,0.0617,0.5014,0.0326,0.5283630470016207,1.0537755225401293,0.001663620000000001,1.0571690721649485,0.05438696402382854
"Good, Spain",Active,0.0608,0.5151,0.033,0.5427631578947368,1.0537044416515955,0.0016819200000000034,1.0605007194244604,0.05426668731609117
"Adult, France, Zero",Inactive,0.1098,0.4849,0.0561,0.5109289617486339,1.0536790302095977,0.002857980000000003,1.0532212290502794,0.057228021822891516
"Adult, Retained, VeryHighSal",France,0.0922,0.5014,0.0487,0.5281995661605206,1.053449473794417,0.0024709200000000014,1.0568027586206896,0.055890699495542435
"France, MedSal",Retained,0.1297,0.7963,0.1088,0.838858905165767,1.053445818367157,0.005519889999999986,1.2641095693779891,0.05829516613608545
France,"HasCard, Retained",0.5014,0.5631,0.2974,0.5931392102114081,1.0533461378288191,0.015061659999999977,1.0738316666666667,0.10157330909869743
"HasCard, Retained",France,0.5631,0.5014,0.2974,0.5281477535073699,1.0533461378288191,0.015061659999999977,1.0566867143394807,0.11591772011126242
"France, Prod=2, Retained",Active,0.2232,0.5151,0.1211,0.5425627240143369,1.0533153252074101,0.0061296799999999985,1.0600360430950049,0.06516050518717453
"France, High",Retained,0.1476,0.7963,0.1238,0.8387533875338753,1.0533133084690134,0.006266119999999986,1.263282352941176,0.059379238247002156
"HasCard, Retained, VeryHighSal",Active,0.1364,0.5151,0.074,0.5425219941348973,1.0532362534166129,0.003740359999999998,1.0599416666666666,0.058528723257764446
"Adult, MedSal, Prod=1",France,0.057,0.5014,0.0301,0.5280701754385965,1.0531914149154298,0.0015201999999999993,1.0565130111524164,0.05355777665822301
"Adult, France",Inactive,0.2311,0.4849,0.118,0.5106014712245781,1.0530036527625863,0.005939609999999998,1.0525164456233422,0.06546453110430704
"HasCard, Spain",Retained,0.1721,0.7963,0.1443,0.8384660081348054,1.05295241508829,0.007256769999999996,1.2610348920863315,0.0607434066789061
Retained,France,0.7963,0.5014,0.4204,0.5279417305035791,1.052935242328638,0.02113518000000003,1.0562255387071031,0.246804011608273
France,Retained,0.5014,0.7963,0.4204,0.8384523334662944,1.052935242328638,0.02113518000000003,1.2609281481481487,0.10083027911072044
"France, HighSal",Retained,0.1268,0.7963,0.1063,0.8383280757097793,1.0527791984299626,0.005329160000000013,1.2599590243902448,0.05741320190353162
"Inactive, LowSal, Zero",HasCard,0.0447,0.7055,0.0332,0.7427293064876959,1.0527701013291224,0.0016641500000000031,1.1447086956521744,0.05247042813775787
"Adult, Inactive",France,0.2236,0.5014,0.118,0.5277280858676208,1.0525091461260885,0.0058869600000000105,1.0557477272727274,0.0642574594608756
"Fair, Germany",Prod=1,0.0856,0.5084,0.0458,0.5350467289719627,1.0524129208732549,0.0022809600000000055,1.0573105527638194,0.054464807619571697
"Active, HighSal","HasCard, Retained",0.1323,0.5631,0.0784,0.5925925925925926,1.052375408617639,0.003901869999999988,1.072390909090909,0.05735709346548329
"HasCard, LowSal, Retained",France,0.1393,0.5014,0.0735,0.5276381909547738,1.0523298583062901,0.003654980000000002,1.0555468085106383,0.05777578604347517
"Good, MedSal",France,0.0618,0.5014,0.0326,0.5275080906148867,1.052070384154142,0.0016134800000000005,1.0552561643835616,0.05275341242138387
"France, Poor, Prod=1",Inactive,0.0641,0.4849,0.0327,0.5101404056162246,1.0520528059728287,0.0016179099999999967,1.051525796178344,0.052866086152987435
"Fair, Retained, Zero",Active,0.1026,0.5151,0.0556,0.5419103313840156,1.0520487893302573,0.0027507400000000015,1.0585263829787233,0.055130088040109514
"NoCard, Retained",France,0.2332,0.5014,0.123,0.5274442538593482,1.0519430671307306,0.006073520000000013,1.055113611615245,0.0643951635134506
Youth,France,0.1968,0.5014,0.1038,0.5274390243902439,1.0519326373957798,0.005124480000000015,1.055101935483871,0.0614651221702786
"Inactive, Prod=1, Zero",HasCard,0.0473,0.7055,0.0351,0.7420718816067653,1.0518382446587744,0.001729849999999998,1.1417909836065572,0.05173031991547783
"Adult, Fair, Inactive",France,0.0749,0.5014,0.0395,0.527369826435247,1.0517946279123396,0.001945140000000005,1.0549474576271187,0.053231056786197724
"Fair, HighSal",Active,0.0851,0.5151,0.0461,0.5417156286721505,1.051670799208213,0.0022649900000000014,1.0580766666666668,0.05370215774562803
"HighSal, Prod=2",Active,0.1163,0.5151,0.063,0.5417024935511608,1.0516452990703957,0.0030938699999999986,1.0580463414634147,0.05557208059188366
"Adult, NoCard, Retained",France,0.1136,0.5014,0.0599,0.5272887323943661,1.0516328926892027,0.0029409600000000063,1.0547664804469272,0.05539015085310668
"LowSal, Prod=2, Retained",France,0.1045,0.5014,0.0551,0.5272727272727273,1.0516009718243466,0.0027037000000000103,1.0547307692307695,0.05479504803712068
"Good, Spain","HasCard, Retained",0.0608,0.5631,0.036,0.5921052631578947,1.0515099683144995,0.0017635199999999976,1.0711096774193547,0.052157864849517246
"France, Medium, Prod=1",Retained,0.0467,0.7963,0.0391,0.8372591006423984,1.0514367708682637,0.0019127900000000045,1.2516828947368428,0.0513169625071398
"HasCard, Inactive, MedSal",Prod=1,0.0855,0.5084,0.0457,0.5345029239766081,1.0513432808351852,0.002231799999999999,1.056075376884422,0.05340173451551886
"HasCard, MedSal, Prod=1",France,0.0922,0.5014,0.0486,0.527114967462039,1.0512863331911428,0.0023709199999999986,1.0543788990825689,0.05373910788710913
"Fair, HasCard, Spain",Retained,0.0614,0.7963,0.0514,0.8371335504885993,1.0512791039665945,0.0025071799999999977,1.2507179999999993,0.05196869913879513
"Prod=2, Retained, VeryHighSal",Active,0.106,0.5151,0.0574,0.5415094339622641,1.051270498858987,0.0027994000000000005,1.0576008230452674,0.05455261168143801
"Retained, Spain, Zero",Active,0.1036,0.5151,0.0561,0.5415057915057915,1.0512634275010513,0.0027356399999999975,1.0575924210526315,0.05439941584519893
"Active, VeryHigh",Retained,0.0485,0.7963,0.0406,0.8371134020618556,1.0512538014088353,0.0019794499999999937,1.2505632911392397,0.05124006947806015
"France, HasCard, Medium",Retained,0.0442,0.7963,0.037,0.83710407239819,1.051242085141517,0.0018035399999999924,1.250491666666666,0.05099845608320164
"Germany, High",Inactive,0.1652,0.4849,0.0842,0.5096852300242131,1.0511141060511715,0.00409451999999999,1.0505496296296297,0.05825168131641742
"Adult, Fair, Zero",HasCard,0.0541,0.7055,0.0401,0.7412199630314232,1.0506307059268933,0.0019324499999999953,1.1380321428571425,0.050947006097189516
Exceptional,Active,0.0645,0.5151,0.0349,0.5410852713178295,1.0504470419682188,0.0016760499999999984,1.0566233108108107,0.05133549470963073
"Active, MedSal",France,0.1312,0.5014,0.0691,0.5266768292682926,1.0504125035267105,0.0033163199999999976,1.0534028985507247,0.055240623325950824
"France, HasCard, VeryGood",Retained,0.0434,0.7963,0.0363,0.836405529953917,1.0503648498730591,0.0017405799999999985,1.2451521126760563,0.05012530029160896
